Cluster,Site_ID,Site,Excluded_Criteria,Baseline_Applicable_Weight_Sum,Baseline_WLC,Existing_WLC,Baseline_Check_Delta,Baseline_Class,MC_Mean_WLC,MC_SD,MC_CV_Pct,MC_Min_WLC,MC_Max_WLC,MC_Mean_Delta_From_Baseline,MC_Abs_Mean_Delta_From_Baseline,MC_Mean_Class,MC_Mean_Class_Changed,Baseline_Class_Stability_Count,Baseline_Class_Stability_Pct,Count_Very_Low,Pct_Very_Low,Count_Low,Pct_Low,Count_Moderate,Pct_Moderate,Count_High,Pct_High,Count_Very_High,Pct_Very_High
1,SITE_0049,Necropolis of Apollonia III,Soil Erosion,0.9119060157463934,3.5760017490951523,3.576001749095151,1.3322676295501878e-15,Low,3.577654500671855,0.06616397257867104,1.8493673038088496,3.394419999304565,3.772123166458476,0.001652751576702638,0.001652751576702638,Low,False,1000,100.0,0,0.0,1000,100.0,0,0.0,0,0.0,0,0.0
1,SITE_0050,Sozopolis Southern Complex,Soil Erosion; Landslide,0.7880109830335105,2.1764324746506647,2.176432474650664,8.881784197001252e-16,Low,2.1762276107703253,0.03231229295746328,1.4847846244366696,2.0858658953564992,2.2548152670033934,-0.00020486388033935654,0.00020486388033935654,Low,False,1000,100.0,0,0.0,1000,100.0,0,0.0,0,0.0,0,0.0
1,SITE_0051,Sozopolis Southern Fortification,Soil Erosion,0.9119060157463934,2.4596702860578583,2.459670286057857,1.3322676295501878e-15,Low,2.463044217509184,0.04803602422119729,1.9502704774733983,2.3309306721494423,2.588695048803366,0.0033739314513256957,0.0033739314513256957,Low,False,1000,100.0,0,0.0,1000,100.0,0,0.0,0,0.0,0,0.0
1,SITE_0052,St. Marina Oikos,,1.0,3.4406112183842286,3.440611218384228,4.440892098500626e-16,Low,3.440004563157487,0.06960996548374766,2.0235428240204008,3.2759705881023944,3.6226376922958834,-0.000606655226741637,0.000606655226741637,Low,False,1000,100.0,0,0.0,1000,100.0,0,0.0,0,0.0,0,0.0
1,SITE_0053,Via sacra,Soil Erosion,0.9119060157463934,2.187942650592102,2.187942650592102,0.0,Low,2.19008108064603,0.03656482221019897,1.669564772433589,2.0834240355403524,2.2913049856479253,0.0021384300539279977,0.0021384300539279977,Low,False,1000,100.0,0,0.0,1000,100.0,0,0.0,0,0.0,0,0.0
1,SITE_0054,Aquae Calidae,Soil Erosion,0.9119060157463934,2.8324300302526924,2.832430030252691,1.3322676295501878e-15,Low,2.8343787091685653,0.026882489230834958,0.9484438033589607,2.7600284844520764,2.8966200758029177,0.0019486789158729145,0.0019486789158729145,Low,False,1000,100.0,0,0.0,1000,100.0,0,0.0,0,0.0,0,0.0
1,SITE_0055,Alexandrovo Tomb,,1.0,6.131972806806535,6.131972806806535,0.0,High,6.127893495821014,0.0688567167709607,1.1236604686083123,5.941000274558411,6.319287010252673,-0.004079310985520834,0.004079310985520834,High,False,966,96.6,0,0.0,0,0.0,34,3.4,966,96.6,0,0.0
1,SITE_0056,Asara Shrine and Fortress,,1.0,4.270405839124999,4.270405839124999,0.0,Moderate,4.272788522440757,0.06469967559539644,1.5142260202112194,4.0912946103413805,4.45578660960912,0.002382683315757639,0.002382683315757639,Moderate,False,1000,100.0,0,0.0,0,0.0,1000,100.0,0,0.0,0,0.0
1,SITE_0057,Dolmen Slavova Koriya,,1.0,5.557307032998946,5.557307032998946,0.0,Moderate,5.5548012676695615,0.04787171982152144,0.8618079660229744,5.411269880875796,5.683172950797447,-0.0025057653293840687,0.0025057653293840687,Moderate,False,1000,100.0,0,0.0,0,0.0,1000,100.0,0,0.0,0,0.0
1,SITE_0058,Dolmen Gaidarov dolap,,1.0,5.805097098424712,5.805097098424712,0.0,Moderate,5.803667260608092,0.03682682728501676,0.6345440844787188,5.693606075664582,5.909395452956867,-0.0014298378166195391,0.0014298378166195391,Moderate,False,1000,100.0,0,0.0,0,0.0,1000,100.0,0,0.0,0,0.0
1,SITE_0060,Cromlech,,1.0,6.288223145421172,6.288223145421173,-8.881784197001252e-16,High,6.286888867687285,0.058367107924550604,0.9283941414097513,6.134897104490232,6.451658670983516,-0.0013342777338873901,0.0013342777338873901,High,False,1000,100.0,0,0.0,0,0.0,0,0.0,1000,100.0,0,0.0
