Site_ID,Cluster_3,Site,Region,Location,Neolithic,Neolithic_class,Chalcolithic,Chalcolithic_class,Bronze_Age,Bronze_class,Iron_Age,Iron_class,Roman,Roman_class,Ear_Byz,Ear_Byz_class,F1st_Bul_Emp,F1st_Bul_Emp_class,F2nd_Bul_Emp,F2nd_Bul_Emp_class,Material_general,Exposure_class,Exposure_tx,Int_Status,Nat_Status,DEM_,Slope_,Aspect_cos_,Aspect_sin_,FL_Dist,FL_Depth,rusle_cluster,rusle_log,Rusle_MTH,FWI,Final_FWI,FWI_MTH,FWI_dist_m,FWI_DIST,ELSUS,ELSUS_MTH,ELSUS_DIST,PGA,Lithology,CLC_code,CLC_text,SEIS_SCR,FLOOD_SCR,FWI_SCR,ELSUS_SCR,RUSLE_SCR,ASSET_SCR,GI_Status,SUM_Changed_Num,WLC_RISK,RISK_CLASS
SITE_0091,1,Mehir Stone Chuchul,Haskovo,Ovcharovo,0,,1,Rock sanctuary,1,Rock sanctuary,0,,0,,0,,0,,0,,Rock-cut / bedrock construction,2,Partially exposed,,Architectural-construction,252.3442535,3.9302485,0.1798268,-0.7941751,8305.5078125,0.0000000,1.0457001,0.715740065015575,Direct,29.000000000000000,36.299999999999997,Direct,-1.000000000000000,0.000000000000000,1,Direct,100.837470331948424,0.168782140000000,"Granitoid, Granite, Leucogranite, Granodiorite",243,"Land principally occupied by agriculture, with significant areas of natural vegetation",7,1,9,1,3,5,95% hot spot,0.000000000000000,5.968830983076855,Moderate
SITE_0092,3,Ak Kaya,Haskovo,Pchelari,0,,0,,0,,1,Rock-cut tomb,0,,0,,0,,0,,Rock-cut / bedrock construction,3,Mostly subsurface,,,208.1901398,27.7471943,-0.7830566,-0.4520910,300.0000000,0.0000000,46.9450264,3.870055071188558,Direct,35.000000000000000,44.200000000000003,Direct,-1.000000000000000,0.000000000000000,4,Direct,50.069591598112261,0.128529920000000,"Alluvium, Eluvium",324,Transitional woodland-shrub,3,5,9,7,9,5,99% hot spot,0.000000000000000,6.343972573856036,High
SITE_0093,3,Kara inn,Haskovo,Pchelari,0,,0,,0,,1,Rock-cut tomb,0,,0,,0,,0,,Rock-cut / bedrock construction,3,Mostly subsurface,,,206.3009033,31.2428246,-0.9635273,0.2305854,290.0000000,0.0000000,21.6819782,3.121570698411548,Direct,35.000000000000000,44.200000000000003,Direct,-1.000000000000000,0.000000000000000,4,Direct,86.937536279945945,0.128529920000000,"Alluvium, Eluvium",324,Transitional woodland-shrub,3,5,9,7,9,5,99% hot spot,0.000000000000000,6.343972573856036,High
SITE_0094,1,Dolmen Plevun,Haskovo,Plevun,0,,0,,0,,1,Thracian Dolmen,0,,0,,0,,0,,Dry stone masonry,3,Mostly subsurface,,,372.6344604,6.3747721,0.1191986,0.9856373,9276.5449219,0.0000000,5.6173177,1.889690103027315,Direct,28.000000000000000,39.466666666666669,Direct,-1.000000000000000,0.000000000000000,1,Direct,59.106747994868257,0.130656700000000,"Orthogneiss, Granite-gneiss",211,Non-irrigated arable land,5,1,9,1,7,5,95% hot spot,0.000000000000000,5.733495001506159,Moderate
SITE_0095,2,Kovan Kaya niches II,Haskovo,Potochnitsa,0,,0,,0,,1,Rock sanctuary,0,,0,,0,,0,,Rock-cut / bedrock construction,2,Partially exposed,,,233.3418579,12.9337282,-0.2730940,-0.1755087,613.1872559,0.0000000,0.0773827,0.074534638135198,Direct,26.000000000000000,40.600000000000001,Direct,-1.000000000000000,0.000000000000000,4,Direct,118.393723632902464,0.128529920000000,"Alluvium, Eluvium",311,Broad-leaved forest,3,3,9,7,1,5,95% hot spot,0.000000000000000,5.684674035351662,Moderate
SITE_0096,3,Efraim Fortress,Haskovo,Rabovo,0,,0,,0,,0,,0,,1,Fortress,0,,1,Fortress,Mortared stone masonry,1,Exposed,,Archaeological (single),351.3619690,20.5288773,-0.5339766,-0.6317461,447.6201477,0.0000000,4.6850066,1.737832291405824,Direct,26.000000000000000,40.600000000000001,Direct,-1.000000000000000,0.000000000000000,5,Direct,87.143091285558498,0.128529920000000,Undifferentiated Sediment,311,Broad-leaved forest,3,5,9,9,5,1,99% hot spot,0.000000000000000,6.576204340424651,High
SITE_0097,1,Dolmen Bakalov kladenets,Haskovo,Sakartsi,0,,0,,0,,1,Thracian Dolmen,0,,0,,0,,0,,Dry stone masonry,3,Mostly subsurface,,,519.6668701,3.0074189,0.0410439,0.2842517,10776.0146484,0.0000000,0.0722530,0.069762024886368,Direct,25.000000000000000,30.066666666666666,Direct,-1.000000000000000,0.000000000000000,1,Direct,59.718459503971005,0.159479190000000,"Granitoid, Granite, Leucogranite, Granodiorite",311,Broad-leaved forest,7,1,7,1,1,5,Not significant,0.000000000000000,5.204931095984520,Moderate
SITE_0098,1,Dolmen Byalata treva,Haskovo,Sakartsi,0,,0,,0,,1,Thracian Dolmen,0,,0,,0,,0,,Dry stone masonry,3,Mostly subsurface,,,456.8675537,3.8963580,0.1539114,-0.8515927,16880.0000000,0.0000000,1.2963711,0.831330095332615,Direct,25.000000000000000,30.066666666666666,Direct,-1.000000000000000,0.000000000000000,3,Direct,101.540201760632954,0.159479190000000,"Granitoid, Granite, Leucogranite, Granodiorite",324,Transitional woodland-shrub,7,1,7,5,3,5,95% hot spot,0.000000000000000,5.876699195343265,Moderate
SITE_0099,1,Dolmen Kapakliyka I,Haskovo,Sakartsi,0,,0,,0,,1,Thracian Dolmen,0,,0,,0,,0,,Dry stone masonry,3,Mostly subsurface,,Archaeological (single),473.5426941,2.9424217,0.3507581,0.9011414,13880.3769531,0.0000000,0.0363934,0.035746823326561,Direct,25.000000000000000,30.066666666666666,Direct,-1.000000000000000,0.000000000000000,2,Direct,116.869626895124512,0.159479190000000,"Granitoid, Granite, Leucogranite, Granodiorite",311,Broad-leaved forest,7,1,7,3,1,5,90% hot spot,0.000000000000000,5.452721161410286,Moderate
SITE_0100,1,Dolmen Kliftinova niva,Haskovo,Sakartsi,0,,0,,0,,1,Thracian Dolmen,0,,0,,0,,0,,Dry stone masonry,3,Mostly subsurface,,,462.2071533,4.2567368,0.7077857,0.4942883,13019.0791016,0.0000000,0.0703733,0.068007470047422,Direct,25.000000000000000,30.066666666666666,Direct,-1.000000000000000,0.000000000000000,3,Direct,98.389597919211525,0.159479190000000,"Granitoid, Granite, Leucogranite, Granodiorite",311,Broad-leaved forest,7,1,7,5,1,5,Not significant,0.000000000000000,5.700511226836052,Moderate
SITE_0101,1,Dolmen Paskalevi kelemeta,Haskovo,Sakartsi,0,,0,,0,,1,Thracian Dolmen,0,,0,,0,,0,,Dry stone masonry,3,Mostly subsurface,,,464.5409241,3.3282931,-0.0946674,0.9686111,10362.0019531,0.0000000,0.0304776,0.030022367990334,Direct,25.000000000000000,30.066666666666666,Direct,-1.000000000000000,0.000000000000000,2,Direct,131.368106300838775,0.159479190000000,"Granitoid, Granite, Leucogranite, Granodiorite",311,Broad-leaved forest,7,1,7,3,1,5,Not significant,0.000000000000000,5.452721161410286,Moderate
SITE_0102,2,Dolmen Sakartsi,Haskovo,Sakartsi,0,,0,,0,,1,Thracian Dolmen,0,,0,,0,,0,,Dry stone masonry,3,Mostly subsurface,,,499.8430176,7.7932830,0.6613728,-0.7444764,10776.4785156,0.0000000,0.0671557,0.064996853570970,Direct,25.000000000000000,30.066666666666666,Direct,-1.000000000000000,0.000000000000000,1,Direct,44.662849613882457,0.159479190000000,"Granitoid, Granite, Leucogranite, Granodiorite",311,Broad-leaved forest,7,1,7,1,1,5,Not significant,0.000000000000000,3.825902217245897,Low
SITE_0103,1,Burdenis Fortress,Haskovo,Svilengrad,0,,0,,0,,0,,0,,1,Fortress,0,,0,,Mortared stone masonry,1,Exposed,,Architectural-construction,68.9411392,3.5173564,-0.7423756,-0.5915852,10.0000000,0.0000000,1.2510698,0.811405562849850,Direct,50.000000000000000,57.766666666666666,Direct,-1.000000000000000,0.000000000000000,2,Direct,108.821426049442550,0.166660960000000,"Alluvium, Eluvium",242,Complex cultivation patterns,7,7,9,3,3,1,99% hot spot,0.000000000000000,5.721766474008483,Moderate
SITE_0104,1,Svilengrad mound necropolis,Haskovo,Svilengrad,0,,0,,0,,0,,1,Burial mound,0,,0,,0,,Earthwork (earthen burial mound),2,Partially exposed,,,75.4544678,3.6858134,-0.8442221,0.1187828,515.8834229,0.0000000,0.5162512,0.416240976921650,Direct,50.000000000000000,57.766666666666666,Direct,-1.000000000000000,0.000000000000000,3,Direct,24.647758071055655,0.166633550000000,Undifferentiated Sediment,211,Non-irrigated arable land,7,3,9,5,1,7,99% hot spot,0.000000000000000,6.688821274317949,High
SITE_0105,1,Svirachi Golyamata Mogila,Haskovo,Svirachi,0,,0,,0,,1,Thracian mound,0,,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,,Archaeological (single),302.2994080,8.1330891,-0.4021659,0.4599806,5438.5244141,0.0000000,1.4964499,0.914869701631635,Direct,28.000000000000000,39.466666666666669,Direct,-1.000000000000000,0.000000000000000,2,Direct,26.795628919920755,0.137795460000000,Undifferentiated Sediment,211,Non-irrigated arable land,5,1,9,3,3,7,95% hot spot,0.000000000000000,5.968238922154391,Moderate
SITE_0106,2,Paleokastro Fortress,Haskovo,Topolovgrad,0,,0,,0,,0,,0,,1,Fortress,0,,1,Fortress,Mortared stone masonry,1,Exposed,,Architectural-construction,427.2748718,6.6124806,-0.3398182,0.1001697,13778.3613281,0.0000000,0.1141734,0.108112809122694,Direct,25.000000000000000,30.066666666666666,Direct,-1.000000000000000,0.000000000000000,3,Direct,39.175105486000440,0.143573820000000,Undifferentiated Sediment,313,Mixed forest,5,1,7,5,1,1,Not significant,0.000000000000000,4.666058105411608,Moderate
SITE_0107,2,Paparimsko Kale,Haskovo,Topolovgrad,0,,0,,0,,0,,0,,1,Fortress,0,,1,Fortress,Mortared stone masonry,1,Exposed,,Architectural-construction,856.2946167,2.5170527,0.3069995,-0.4930517,11155.1474609,0.0000000,0.0587456,0.057084786768650,Direct,25.000000000000000,30.066666666666666,Direct,-1.000000000000000,0.000000000000000,2,Direct,67.754760538086828,0.159479190000000,"Granitoid, Granite, Leucogranite, Granodiorite",311,Broad-leaved forest,7,1,7,3,1,1,Not significant,0.000000000000000,4.349162140696299,Moderate
SITE_0108,1,Holy Trinity Monastery,Haskovo,Ustrem,0,,0,,0,,0,,0,,0,,0,,1,Monastery,Mortared mixed masonry (stone + brick),1,Exposed,,Architectural-historical (single),122.1368408,4.3171248,-0.7701323,-0.1110248,2245.6369629,0.0000000,2.3224087,1.200690024740659,Direct,29.000000000000000,35.566666666666670,Direct,-1.000000000000000,0.000000000000000,2,Direct,38.464472656208216,0.159262140000000,Metamorphic Complex,324,Transitional woodland-shrub,7,1,9,3,5,3,Not significant,0.000000000000000,6.053479224772939,High
SITE_0109,3,Orlovi Skali,Kardzhali,Ardino,0,,0,,0,,1,Rock sanctuary,0,,0,,0,,0,,Rock-cut / bedrock construction,2,Partially exposed,,Archaeological (single),763.8095093,23.0858517,-0.2648180,-0.9254686,6495.5004883,0.0000000,1.0031745,0.694733193866027,Direct,2.000000000000000,21.433333333333334,Direct,-1.000000000000000,0.000000000000000,4,Direct,106.273060903331839,0.129664690000000,Metamorphic Complex,324,Transitional woodland-shrub,3,1,5,7,3,5,Not significant,0.000000000000000,5.112875586307884,Moderate
SITE_0110,1,Dupchen Kamak,Kardzhali,Benkovski,0,,0,,0,,1,Rock-cut tomb,0,,0,,0,,0,,Rock-cut / bedrock construction,3,Mostly subsurface,,,407.1863403,9.4521189,-0.7953009,0.5834783,8800.9863281,0.0000000,4.4037423,1.687091734539292,Direct,2.000000000000000,21.433333333333334,Direct,-1.000000000000000,0.000000000000000,4,Direct,81.501765100965869,0.127755630000000,Undifferentiated Sediment,211,Non-irrigated arable land,3,1,5,7,5,5,Not significant,0.000000000000000,4.537541473520878,Moderate
SITE_0111,1,Hambar Dere Necropolis,Kardzhali,Chernichevo,0,,0,,0,,1,Thracian mound,0,,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,,Archaeological (single),299.6715393,15.4093494,0.7881845,0.6134638,15371.1972656,0.0000000,0.0652968,0.063253451784895,Direct,28.000000000000000,39.466666666666669,Direct,-1.000000000000000,0.000000000000000,3,Direct,32.231728143286979,0.121995166000000,"Ultrabasite, Peridotite, Serpentinite",311,Broad-leaved forest,3,1,9,5,1,7,90% hot spot,0.000000000000000,5.452129100487822,Moderate
SITE_0112,2,Chernichino mound,Kardzhali,Chernichino,0,,0,,0,,1,Thracian mound,0,,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,,,556.2096558,10.9941502,-0.6037757,-0.4444845,5711.8159180,0.0000000,0.0404557,0.039658749882709,Direct,26.000000000000000,40.600000000000001,Direct,-1.000000000000000,0.000000000000000,3,Direct,90.186857345473200,0.131973000000000,Conglomerate,311,Broad-leaved forest,5,1,9,5,1,7,95% hot spot,0.000000000000000,5.456437882823198,Moderate
SITE_0113,1,Patmos Fortress,Kardzhali,Doyrantsi,0,,0,,0,,0,,0,,1,Fortress,0,,1,Fortress,Mortared stone masonry,1,Exposed,,,434.8246155,5.6113386,0.6176504,0.4191792,147.1361237,0.0000000,17.1905384,2.900901591122888,Direct,1.000000000000000,12.400000000000000,Direct,-1.000000000000000,0.000000000000000,4,Near≤400m,196.269802628976777,0.138789610000000,Intermediate Pyroclastic,324,Transitional woodland-shrub,5,5,3,7,9,1,Not significant,0.000000000000000,4.333794499381283,Moderate
SITE_0114,3,Duzhdovnitsa niches,Kardzhali,Duzhdovnitsa,0,,0,,0,,1,Rock sanctuary,0,,0,,0,,0,,Rock-cut / bedrock construction,2,Partially exposed,,,555.5575562,34.7858925,-0.2781849,0.9584302,2830.0000000,0.0000000,37.8595123,3.659952894439298,Direct,1.000000000000000,12.400000000000000,Direct,-1.000000000000000,0.000000000000000,3,Direct,57.731379564913198,0.137597520000000,Intermediate Pyroclastic,333,Sparsely vegetated areas,5,1,3,5,9,5,Not significant,0.000000000000000,5.063006106915652,Moderate
SITE_0115,2,Perperikon,Kardzhali,Gorna Krepost,0,,0,,1,Rock sanctuary,1,Fortified settlement,1,Fort,1,Fortress,1,Fortress,0,,Mortared stone masonry,1,Exposed,,Archaeological (group),486.3976135,9.0505486,-0.9616696,0.1147044,8255.5390625,0.0000000,0.2205595,0.199309366408241,Direct,31.000000000000000,38.866666666666667,Direct,-1.000000000000000,0.000000000000000,4,Direct,32.948166331741199,0.142567290000000,Undifferentiated Sediment,311,Broad-leaved forest,5,1,9,7,1,1,90% hot spot,0.000000000000000,5.815368815079449,Moderate
SITE_0116,1,Church of St. John Prodomus,Kardzhali,Kardzhali,0,,0,,0,,0,,0,,1,Church,0,,0,,Mortared mixed masonry (stone + brick),1,Exposed,,,238.0516815,5.7860007,0.3244829,-0.4883824,30.0000000,0.0000000,,0.839005624828902,Urban excl.,1.000000000000000,12.400000000000000,Direct,-1.000000000000000,0.000000000000000,2,Direct,96.194030460508330,0.125576840000000,Undifferentiated Sediment,112,Discontinuous urban fabric,3,7,3,3,,3,Not significant,0.000000000000000,3.134374235067931,Low
SITE_0117,1,Necropolis of St. John Prodomus,Kardzhali,Kardzhali,0,,0,,0,,0,,0,,1,Cemetery,0,,1,Cemetery,Burial deposits / unspecified construction,3,Mostly subsurface,,,238.1518707,4.2613997,0.7129173,-0.2187843,60.0000000,0.0000000,0.0836224,0.080309499151321,Direct,1.000000000000000,12.400000000000000,Direct,-1.000000000000000,0.000000000000000,2,Direct,89.150375224964279,0.125576840000000,Undifferentiated Sediment,112,Discontinuous urban fabric,3,7,3,3,1,7,Not significant,0.000000000000000,3.625008289286340,Low
SITE_0118,1,Toplitsa,Kardzhali,Mineralni Bani,0,,0,,0,,0,,0,,1,Fortress,0,,1,Fortress,Mortared stone masonry,1,Exposed,,Archaeological (single),292.6726990,4.8757763,-0.7442080,0.4550532,17090.0429688,0.0000000,2.7291491,1.316180085155875,Direct,24.000000000000000,19.633333333333333,Direct,-1.000000000000000,0.000000000000000,1,Direct,94.555407149800089,0.176680120000000,Intermediate Volcanic,142,Sport and leisure facilities,7,1,5,1,5,1,99% hot spot,0.000000000000000,4.290935529940037,Moderate
SITE_0119,1,Moryantsi tomb,Kardzhali,Moryantsi,0,,0,,0,,1,Habitation cave,0,,0,,0,,0,,Rock-cut / bedrock construction,2,Partially exposed,,,242.4064331,10.2496185,-0.6047292,-0.7940498,1032.0998535,0.0000000,2.3405085,1.206123029234112,Direct,26.000000000000000,40.600000000000001,Direct,-1.000000000000000,0.000000000000000,4,Direct,131.560571508345276,0.128529920000000,Undifferentiated Sediment,243,"Land principally occupied by agriculture, with significant areas of natural vegetation",3,1,9,7,5,5,95% hot spot,0.000000000000000,5.712965310691121,Moderate
SITE_0120,3,Sivri Kaya niches,Kardzhali,Murga,0,,0,,0,,1,Rock sanctuary,0,,0,,0,,0,,Rock-cut / bedrock construction,2,Partially exposed,,,711.7639771,39.2391930,-0.9601548,0.2011055,10627.1562500,0.0000000,62.3201447,4.148203519490940,Direct,0.000000000000000,2.833333333333333,Direct,-1.000000000000000,0.000000000000000,5,Direct,17.836918725398352,0.156188520000000,Intermediate Volcanic,333,Sparsely vegetated areas,7,1,1,9,9,5,95% hot spot,0.000000000000000,7.132481489099137,High
SITE_0121,3,Arkata,Kardzhali,Oreshari,1,Habitation cave,0,,0,,0,,0,,0,,0,,0,,Rock-cut / bedrock construction,2,Partially exposed,,Archaeological (single),266.3984985,34.0661774,0.5348510,-0.8274631,170.0000000,0.0000000,0.0918146,0.087841075801628,Direct,26.000000000000000,40.600000000000001,Direct,-1.000000000000000,0.000000000000000,4,Direct,72.396212654951768,0.128529920000000,Undifferentiated Sediment,313,Mixed forest,3,5,9,7,1,5,95% hot spot,0.000000000000000,5.481237177546833,Moderate
SITE_0122,3,Gouk in cave,Kardzhali,Oreshari,0,,0,,0,,1,Habitation cave,0,,0,,0,,0,,Rock-cut / bedrock construction,2,Partially exposed,,,189.7795410,23.7138233,0.3466353,-0.7908782,454.7493286,0.0000000,0.0237829,0.023504495672119,Direct,26.000000000000000,40.600000000000001,Direct,-1.000000000000000,0.000000000000000,3,Direct,116.734452274121267,0.128529920000000,Undifferentiated Sediment,311,Broad-leaved forest,3,5,9,5,1,5,95% hot spot,0.000000000000000,4.559105041277628,Moderate
SITE_0123,3,Pop Martinova Dypka,Kardzhali,Oreshari,0,,0,,1,Habitation cave,1,Habitation cave,0,,0,,0,,0,,Rock-cut / bedrock construction,2,Partially exposed,,Archaeological (single),322.5440063,34.1627350,0.9180667,-0.3511519,247.2431488,0.0000000,0.1844423,0.169272002881661,Direct,26.000000000000000,40.600000000000001,Direct,-1.000000000000000,0.000000000000000,5,Direct,64.988150880904797,0.128529920000000,Undifferentiated Sediment,313,Mixed forest,3,5,9,9,1,5,95% hot spot,8.000000000000000,6.403369313816040,High
SITE_0124,2,Ada Tepe,Kardzhali,Ovchari,0,,0,,1,Settlement,0,,0,,0,,0,,0,,Earthwork / earthen architecture,1,Exposed,,,471.1072693,16.5821590,-0.1160793,-0.9684137,7525.2949219,0.0000000,0.1880378,0.172303061856901,Direct,26.000000000000000,40.600000000000001,Direct,-1.000000000000000,0.000000000000000,4,Direct,91.190241641735895,0.118373714000000,Undifferentiated Sediment,311,Broad-leaved forest,3,1,9,7,1,9,95% hot spot,0.000000000000000,5.937662838732659,Moderate
SITE_0125,2,Redestyuk Fortress,Kardzhali,Skalak,0,,0,,0,,0,,0,,1,Fortress,0,,0,,Mortared stone masonry,1,Exposed,,,322.8539734,15.4486513,-0.6529928,-0.7259150,9026.6533203,0.0000000,0.0178391,0.017681878284638,Direct,26.000000000000000,40.600000000000001,Direct,-1.000000000000000,0.000000000000000,2,Direct,53.883472838155626,0.117282530000000,"Orthogneiss, Granite-gneiss",312,Coniferous forest,3,1,9,3,1,1,90% hot spot,0.000000000000000,3.576511062278647,Low
SITE_0126,2,Tatul,Kardzhali,Tatul,0,,0,,1,Rock sanctuary,1,Rock sanctuary,0,,1,Church,0,,0,,Mortared mixed masonry (stone + brick),1,Exposed,,Archaeological (group),392.9337463,14.3864021,-0.4884596,-0.4239413,6060.4267578,0.0000000,0.0951718,0.090911288351769,Direct,24.000000000000000,40.233333333333334,Direct,-1.000000000000000,0.000000000000000,4,Direct,86.575622146440978,0.118738150000000,Undifferentiated Sediment,311,Broad-leaved forest,3,1,9,7,1,3,95% hot spot,0.000000000000000,5.444675865150205,Moderate
SITE_0127,2,Ustra,Kardzhali,Ustren,0,,0,,0,,0,,0,,0,,1,Fortress,1,Fortress,Mortared stone masonry,1,Exposed,,,957.8799438,28.0586815,-0.6696919,0.6657223,11043.7968750,0.0000000,0.0286488,0.028246122826599,Direct,2.000000000000000,21.433333333333334,Direct,-1.000000000000000,0.000000000000000,5,Direct,130.874815389349578,0.127192970000000,Undifferentiated Sediment,313,Mixed forest,3,1,5,9,1,1,Not significant,0.000000000000000,5.537479172136482,Moderate
SITE_0128,1,Vishegrad Fortress,Kardzhali,Vishegrad,0,,0,,0,,0,,0,,1,Fortress,0,,1,Fortress,Mortared stone masonry,1,Exposed,,Architectural-construction,297.0239258,5.2434635,-0.6565347,-0.3622074,124.5388718,0.0000000,19.5506916,3.022894595101691,Direct,24.000000000000000,40.233333333333334,Direct,-1.000000000000000,0.000000000000000,4,Direct,48.367416186679201,0.125576840000000,Undifferentiated Sediment,242,Complex cultivation patterns,3,5,9,7,9,1,Not significant,0.000000000000000,5.509218336551527,Moderate
SITE_0129,2,Hambar Kaya,Kardzhali,Vodenicharsko,0,,0,,1,Rock sanctuary,1,Thracian mound,0,,0,,0,,0,,Earthwork (earthen burial mound),2,Partially exposed,,Architectural-construction,655.4618530,18.4582748,0.4826483,0.8032690,10361.2871094,0.0000000,0.1027841,0.097838020211153,Direct,2.000000000000000,21.433333333333334,Direct,-1.000000000000000,0.000000000000000,5,Direct,100.358111082809572,0.123465640000000,Undifferentiated Sediment,313,Mixed forest,3,1,5,9,1,7,Not significant,0.000000000000000,6.030466145718935,High
SITE_0130,3,Asar Kaya niches,Kardzhali,Voynovo,0,,0,,0,,1,Rock sanctuary,0,,0,,0,,0,,Rock-cut / bedrock construction,2,Partially exposed,,,766.8839111,25.2598648,0.6178893,0.6983877,8341.3378906,0.0000000,3.9351351,1.596380053688681,Direct,1.000000000000000,12.400000000000000,Direct,-1.000000000000000,0.000000000000000,5,Direct,107.267142335840944,0.155485260000000,Intermediate Volcanic,243,"Land principally occupied by agriculture, with significant areas of natural vegetation",7,1,3,9,5,5,90% hot spot,0.000000000000000,6.916797640021836,High
SITE_0131,2,Mal Asar,Kardzhali,Yamino,0,,0,,0,,1,Fortified settlement,0,,0,,0,,0,,Earthwork / early stone construction,1,Exposed,,,619.8574829,19.0581379,-0.3472778,0.0231751,9960.8222656,0.0000000,0.0532771,0.051906366875632,Direct,2.000000000000000,21.433333333333334,Direct,-1.000000000000000,0.000000000000000,5,Direct,97.989330312406935,0.123465640000000,Undifferentiated Sediment,313,Mixed forest,3,1,5,9,1,7,Not significant,0.000000000000000,6.030466145718935,High
SITE_0132,3,Sredna Arda Rock cut niches,Kardzhali,Zvezdelina,0,,0,,0,,1,Rock sanctuary,0,,0,,0,,0,,Rock-cut / bedrock construction,2,Partially exposed,,,256.4197998,31.8573723,-0.9410080,-0.3194636,60.0000000,0.0000000,2.5787725,1.275019877057104,Direct,31.000000000000000,38.866666666666667,Direct,-1.000000000000000,0.000000000000000,4,Near≤400m,352.725524469440813,0.125925560000000,Lake Sediment,321,Natural grasslands,3,7,9,7,5,5,95% hot spot,0.000000000000000,5.988943746782260,Moderate
SITE_0133,3,Shan Kaya,Kardzhali ,Sladkodum,0,,0,,0,,1,Rock sanctuary,0,,0,,0,,0,,Rock-cut / bedrock construction,2,Partially exposed,,,409.5667114,31.2425976,-0.8235609,-0.5533333,4187.7534180,0.0000000,0.1634019,0.151348361500993,Direct,26.000000000000000,40.600000000000001,Direct,-1.000000000000000,0.000000000000000,4,Direct,71.022842964106076,0.128529920000000,Intermediate Pyroclastic,243,"Land principally occupied by agriculture, with significant areas of natural vegetation",3,1,9,7,1,5,95% hot spot,0.000000000000000,5.328559435385185,Moderate
SITE_0134,2,Belovo Basilica,Pazardzhik,Belovo,0,,0,,0,,0,,0,,1,Basilica,1,Basilica,0,,Mortared mixed masonry (stone + brick),1,Exposed,,Architectural-construction,793.2058716,4.2542415,0.2362170,-0.3642364,4181.8007812,0.0000000,0.0247034,0.024403194160386,Direct,3.000000000000000,3.100000000000000,Direct,-1.000000000000000,0.000000000000000,4,Direct,117.500381292295060,0.216974650000000,Metamorphic Complex,311,Broad-leaved forest,9,1,1,7,1,3,90% hot spot,0.000000000000000,5.860170473203838,Moderate
SITE_0135,2,St. Spas Basilica,Pazardzhik,Belovo,0,,0,,0,,0,,0,,1,Basilica,0,,0,,Mortared mixed masonry (stone + brick),1,Exposed,,Architectural-construction,804.1394043,20.7059746,0.9836401,0.1353339,4258.2192383,0.0000000,0.0365199,0.035868823150863,Direct,3.000000000000000,3.100000000000000,Direct,-1.000000000000000,0.000000000000000,4,Direct,57.725661200189876,0.216974650000000,Metamorphic Complex,311,Broad-leaved forest,9,1,1,7,1,3,90% hot spot,0.000000000000000,5.860170473203838,Moderate
SITE_0136,2,Roman bridge Bratsigovo,Pazardzhik,Bratsigovo,0,,0,,0,,0,,1,Infrastructure,0,,0,,0,,Mortared stone masonry,1,Exposed,,Architectural-construction,590.1260986,13.9234772,0.5067565,-0.3626936,6364.5585938,0.0000000,0.1362916,0.127770010957344,Direct,0.000000000000000,2.300000000000000,Direct,-1.000000000000000,0.000000000000000,4,Direct,50.959720451983912,0.166719180000000,Acid Pyroclastic,313,Mixed forest,7,1,1,7,1,1,Not significant,0.000000000000000,5.160819540886294,Moderate
SITE_0137,2,Dzhenevra,Pazardzhik,Devin,0,,0,,0,,1,Fortified settlement,1,Fort,1,Fortress,0,,0,,Mortared stone masonry,1,Exposed,,Archaeological (single),1656.5761719,12.7489700,0.9919534,0.0234700,17168.6484375,0.0000000,0.0455505,0.044543575747830,Direct,0.000000000000000,1.433333333333333,Direct,-1.000000000000000,0.000000000000000,4,Direct,87.201782869912620,0.150388630000000,Acid Pyroclastic,312,Coniferous forest,7,1,1,7,1,1,Not significant,0.000000000000000,5.160819540886294,Moderate
SITE_0138,2,Pashino Bardo,Pazardzhik,Dorkovo,0,,0,,0,,0,,0,,1,Fortress,0,,0,,Mortared stone masonry,1,Exposed,,,1613.3740234,10.6452188,0.8354496,-0.4036898,14147.6259766,0.0000000,0.0393499,0.038595380863941,Direct,0.000000000000000,0.900000000000000,Direct,-1.000000000000000,0.000000000000000,4,Direct,44.903742236975283,0.165606630000000,Metamorphic Complex,312,Coniferous forest,7,1,1,7,1,1,90% hot spot,0.000000000000000,5.160819540886294,Moderate
SITE_0139,2,Tsepina,Pazardzhik,Dorkovo,0,,0,,0,,0,,0,,1,Fortress,0,,1,Fortress,Mortared stone masonry,1,Exposed,,,1063.1308594,9.0186043,-0.9488111,-0.1251821,2529.5656738,0.0000000,0.1526251,0.142042022687785,Direct,0.000000000000000,0.900000000000000,Direct,-1.000000000000000,0.000000000000000,5,Direct,74.021544903494274,0.191444780000000,Metamorphic Complex,311,Broad-leaved forest,9,1,1,9,1,1,Not significant,0.000000000000000,6.547759387848391,High
