Site_ID,Cluster_3,Site,Region,Location,Neolithic,Neolithic_class,Chalcolithic,Chalcolithic_class,Bronze_Age,Bronze_class,Iron_Age,Iron_class,Roman,Roman_class,Ear_Byz,Ear_Byz_class,F1st_Bul_Emp,F1st_Bul_Emp_class,F2nd_Bul_Emp,F2nd_Bul_Emp_class,Material_general,Exposure_class,Exposure_tx,Int_Status,Nat_Status,DEM_,Slope_,Aspect_cos_,Aspect_sin_,FL_Dist,FL_Depth,rusle_cluster,rusle_log,Rusle_MTH,FWI,Final_FWI,FWI_MTH,FWI_dist_m,FWI_DIST,ELSUS,ELSUS_MTH,ELSUS_DIST,PGA,Lithology,CLC_code,CLC_text,SEIS_SCR,FLOOD_SCR,FWI_SCR,ELSUS_SCR,RUSLE_SCR,ASSET_SCR,GI_Status,SUM_Changed_Num,WLC_RISK,RISK_CLASS
SITE_0189,1,Chintulovo mound,Sliven,Chintulovo,0,,0,,0,,1,Thracian mound,0,,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,,Archaeological (single),198.9356842,3.1756325,-0.9539835,0.0992222,1347.6895752,0.0000000,1.9860921,1.093965539434026,Direct,1.000000000000000,5.833333333333333,Direct,-1.000000000000000,0.000000000000000,2,Direct,92.872438049486661,0.113272650000000,"Alluvium, Eluvium",211,Non-irrigated arable land,3,1,1,3,3,7,Not significant,0.000000000000000,3.029679329228782,Low
SITE_0190,1,Nanchovata Mogila,Sliven,Chintulovo,0,,0,,0,,1,Thracian mound,1,Necropolis,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,,Archaeological (single),180.4271545,5.8311439,-0.3802040,0.4090520,871.7103271,0.0000000,4.0813131,1.625569718982627,Direct,1.000000000000000,5.833333333333333,Direct,-1.000000000000000,0.000000000000000,2,Direct,134.159535179711639,0.113518960000000,"Alluvium, Eluvium",211,Non-irrigated arable land,3,3,1,3,5,7,Not significant,0.000000000000000,3.267135634395878,Low
SITE_0191,1,Dyadovo settlement,Sliven,Dyadovo,1,Tell,1,Tell,1,Settlement,0,,0,,0,,0,,0,,Earthwork / earthen architecture,1,Exposed,,Archaeological (single),133.8949738,16.6656456,0.9783600,0.1360220,7857.1269531,0.0000000,,0.839005624828902,Urban excl.,23.000000000000000,23.733333333333334,Direct,-1.000000000000000,0.000000000000000,2,Direct,32.452572342811735,0.127952870000000,"Alluvium, Eluvium",231,Pastures,3,1,5,3,,9,Not significant,0.000000000000000,4.693631725163918,Moderate
SITE_0192,1,Kaloyanovo Mound I,Sliven,Kaloyanovo,0,,0,,0,,1,Thracian mound,0,,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,,Archaeological (group),216.5854340,2.6803136,-0.4523764,0.6413470,9108.2294922,0.0000000,1.7771277,1.021417207543000,Direct,6.000000000000000,8.966666666666667,Direct,-1.000000000000000,0.000000000000000,3,Direct,63.773262203173225,0.116923290000000,"Alluvium, Eluvium",211,Non-irrigated arable land,3,1,3,5,3,7,Not significant,0.000000000000000,3.865181313239670,Low
SITE_0193,1,Kaloyanovo Mound II,Sliven,Kaloyanovo,0,,0,,0,,1,Thracian mound,0,,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,,Archaeological (group),210.2209473,4.8031640,0.1967563,-0.0949616,9306.4091797,0.0000000,1.2808807,0.824561635761930,Direct,6.000000000000000,8.966666666666667,Direct,-1.000000000000000,0.000000000000000,3,Direct,60.988625361535391,0.116923290000000,"Alluvium, Eluvium",211,Non-irrigated arable land,3,1,3,5,3,7,Not significant,0.000000000000000,3.865181313239670,Low
SITE_0194,1,Kaloyanovo Mound III,Sliven,Kaloyanovo,0,,0,,0,,1,Thracian mound,0,,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,,Archaeological (group),178.8225098,5.1808619,-0.0039059,-0.3536015,7576.8593750,0.0000000,3.4671268,1.496745438276077,Direct,6.000000000000000,8.966666666666667,Direct,-1.000000000000000,0.000000000000000,3,Direct,45.529118037624613,0.116923290000000,"Alluvium, Eluvium",222,Fruit trees and berry plantations,3,1,3,5,5,7,Not significant,0.000000000000000,4.041369281746882,Moderate
SITE_0195,1,Kaloyanovo Tumulus,Sliven,Kaloyanovo,0,,0,,0,,1,Thracian mound,0,,0,,0,,1,Cemetery,Earthwork (earthen burial mound),3,Mostly subsurface,,Archaeological (group),197.9831696,3.0655098,0.0747986,-0.2606068,8283.0332031,0.0000000,2.4829199,1.247871002722195,Direct,6.000000000000000,8.966666666666667,Direct,-1.000000000000000,0.000000000000000,3,Direct,85.043848503304659,0.116923290000000,"Alluvium, Eluvium",221,Vineyards,3,1,3,5,5,7,Not significant,0.000000000000000,4.041369281746882,Moderate
SITE_0196,1,Kamen mogila,Sliven,Kamen,0,,0,,1,Burial mound,0,,0,,0,,0,,0,,Earthwork (earthen burial mound),2,Partially exposed,,,293.5611267,5.6128416,-0.5403360,-0.0374542,4494.7983398,0.0000000,1.0464293,0.716096458066519,Direct,30.000000000000000,29.266666666666666,Direct,-1.000000000000000,0.000000000000000,4,Direct,109.526123795047482,0.110784130000000,Undifferentiated Sediment,231,Pastures,3,1,7,7,3,7,Not significant,0.000000000000000,5.288395215835680,Moderate
SITE_0197,1,Kota 255,Sliven,Karanovo,0,,0,,0,,0,,1,Fort,1,Fortress,0,,1,Fortress,Mortared stone masonry,1,Exposed,,Archaeological (single),225.3540649,7.7134757,-0.9126272,0.3347080,6786.9995117,0.0000000,3.5903206,1.523949866330203,Direct,23.000000000000000,23.733333333333334,Direct,-1.000000000000000,0.000000000000000,5,Direct,89.505590452211223,0.127718390000000,"Undifferentiated Flysh, Turbidite",211,Non-irrigated arable land,3,1,5,9,5,1,Not significant,0.000000000000000,4.106671954472856,Moderate
SITE_0198,1,Prehistoric Wide Mound,Sliven,Karanovo,1,Tell,1,Tell,0,,0,,0,,0,,0,,0,,Earthwork / earthen architecture,2,Partially exposed,,Archaeological (single),216.8842468,7.6284213,-0.4572661,0.7562721,6784.6352539,0.0000000,2.1581380,1.149982625051686,Direct,23.000000000000000,23.733333333333334,Direct,-1.000000000000000,0.000000000000000,3,Direct,47.571497881551664,0.127718390000000,"Undifferentiated Flysh, Turbidite",211,Non-irrigated arable land,3,1,5,5,5,9,Not significant,0.000000000000000,4.968410992568899,Moderate
SITE_0199,1,Roman Karanovo mound,Sliven,Karanovo,0,,0,,0,,0,,1,Burial mound,0,,0,,0,,Earthwork (earthen burial mound),2,Partially exposed,,,216.7923431,7.3025918,-0.2341504,0.4869923,6923.6147461,0.0000000,1.3307115,0.846173578886133,Direct,23.000000000000000,23.733333333333334,Direct,-1.000000000000000,0.000000000000000,3,Direct,112.728960128190920,0.127718390000000,"Undifferentiated Flysh, Turbidite",211,Non-irrigated arable land,3,1,5,5,3,7,Not significant,0.000000000000000,4.452893231824791,Moderate
SITE_0200,1,Tell Karanovo,Sliven,Karanovo,1,Tell,1,Tell,1,Settlement,0,,0,,0,,0,,0,,Earthwork / earthen architecture,1,Exposed,,Archaeological (group),199.5148468,10.9166985,0.2948146,0.2111049,7492.9882812,0.0000000,,0.839005624828902,Urban excl.,23.000000000000000,23.733333333333334,Direct,-1.000000000000000,0.000000000000000,1,Direct,97.851321065942955,0.127718390000000,"Alluvium, Eluvium",112,Discontinuous urban fabric,3,1,5,1,,9,Not significant,0.000000000000000,4.421904089698162,Moderate
SITE_0201,1,Boz Bair,Sliven,Nova Zagora,0,,1,Tell,1,Settlement,1,Fortified settlement,0,,0,,0,,0,,Earthwork / early stone construction,1,Exposed,,Archaeological (group),143.3571472,3.3196931,-0.7852968,-0.5842385,11286.8740234,0.0000000,0.9808724,0.683537350020447,Direct,31.000000000000000,29.166666666666668,Direct,-1.000000000000000,0.000000000000000,2,Direct,46.635130550503831,0.112952545000000,"Alluvium, Eluvium",211,Non-irrigated arable land,3,1,7,3,1,7,Not significant,0.000000000000000,4.616627116476935,Moderate
SITE_0202,1,Boz Bair mound I,Sliven,Nova Zagora,0,,0,,0,,1,Thracian mound,1,Necropolis,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,,,156.8232727,10.2549305,-0.4902228,0.2843196,11350.6367188,0.0000000,3.5279462,1.510268466658429,Direct,31.000000000000000,29.166666666666668,Direct,-1.000000000000000,0.000000000000000,2,Direct,101.512449001435868,0.112952545000000,"Alluvium, Eluvium",211,Non-irrigated arable land,3,1,7,3,5,7,Not significant,0.000000000000000,4.969003053491361,Moderate
SITE_0203,1,Boz Bair mound II,Sliven,Nova Zagora,0,,0,,0,,1,Thracian mound,1,Necropolis,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,,,154.2914886,5.5637083,0.3422380,0.1019914,11456.9052734,0.0000000,3.6066699,1.527505232160642,Direct,31.000000000000000,29.166666666666668,Direct,-1.000000000000000,0.000000000000000,3,Direct,77.895077061727065,0.112952545000000,"Alluvium, Eluvium",211,Non-irrigated arable land,3,1,7,5,5,7,Not significant,0.000000000000000,5.216793118917128,Moderate
SITE_0204,1,Tuida Fortress,Sliven,Sliven town,0,,0,,0,,0,,1,Fort,1,Fortress,1,Fortress,1,Fortress,Mortared stone masonry,1,Exposed,,Architectural-construction,328.1203003,4.2073584,-0.8591786,0.4984355,8085.3237305,0.0000000,5.6370087,1.892661360022840,Direct,1.000000000000000,5.833333333333333,Direct,-1.000000000000000,0.000000000000000,4,Direct,55.233068142556888,0.114340070000000,Undifferentiated Sediment,242,Complex cultivation patterns,3,1,1,7,7,1,Not significant,0.000000000000000,2.859646020384059,Low
SITE_0205,1,Sokol Himitliyata,Sliven,Sokol,0,,0,,1,Burial mound,0,,0,,0,,0,,0,,Earthwork (earthen burial mound),2,Partially exposed,,Archaeological (single),202.5019531,7.5845747,-0.8860586,-0.2074138,12365.0507812,0.0000000,0.8890045,0.636049954275095,Direct,23.000000000000000,23.733333333333334,Direct,-1.000000000000000,0.000000000000000,1,Direct,59.157404121238841,0.118721440000000,"Alluvium, Eluvium",211,Non-irrigated arable land,3,1,5,1,1,7,Not significant,0.000000000000000,3.781125132466046,Low
SITE_0206,1,Staro Selo Mogila,Sliven,Staro Selo,0,,0,,0,,0,,1,Burial mound,0,,0,,0,,Earthwork (earthen burial mound),2,Partially exposed,,,325.4254761,11.5728722,-0.8492932,0.4774826,4064.7229004,0.0000000,5.7834973,1.914492799860907,Direct,31.000000000000000,29.166666666666668,Direct,-1.000000000000000,0.000000000000000,3,Direct,36.658410470649891,0.113272650000000,"Undifferentiated Flysh, Turbidite",211,Non-irrigated arable land,3,1,7,5,7,7,Not significant,0.000000000000000,5.392981087424340,Moderate
SITE_0207,3,Tvarditsa Fortress,Sliven,Tvarditsa,0,,0,,0,,0,,0,,1,Fortress,0,,1,Fortress,Mortared stone masonry,1,Exposed,,Architectural-construction,442.0541687,30.1749306,-0.4087712,-0.9011167,7995.6914062,0.0000000,1.1285638,0.755447462008932,Direct,1.000000000000000,5.300000000000000,Direct,-1.000000000000000,0.000000000000000,5,Direct,17.160433408153466,0.116160266000000,,324,Transitional woodland-shrub,3,1,1,9,3,1,Not significant,0.000000000000000,5.345107352876498,Moderate
SITE_0208,2,Gela Basilica,Smolyan,Gela,0,,0,,0,,0,,1,Temple,1,Basilica,0,,0,,Mortared mixed masonry (stone + brick),1,Exposed,,Archaeological (single),1485.8405762,5.2641430,0.4120180,0.8830099,14709.6367188,0.0000000,1.5840540,0.949359480913005,Direct,0.000000000000000,1.466666666666667,Direct,-1.000000000000000,0.000000000000000,5,Direct,13.761273001683335,0.150812690000000,Molasses,242,Complex cultivation patterns,7,1,1,9,3,3,Not significant,0.000000000000000,6.252735616926454,High
SITE_0209,2,Gradishte Fortress,Smolyan,Gela,0,,0,,0,,0,,0,,1,Fortress,0,,1,Fortress,Mortared stone masonry,1,Exposed,,Archaeological (single),1860.1081543,36.5193787,-0.2209592,0.9637478,15320.3046875,0.0000000,2.6720653,1.300754244393934,Direct,0.000000000000000,1.466666666666667,Direct,-1.000000000000000,0.000000000000000,5,Direct,94.965521976631791,0.145913780000000,Acid Pyroclastic,324,Transitional woodland-shrub,5,1,1,9,5,1,Not significant,0.000000000000000,5.629053863616217,Moderate
SITE_0210,2,Momchilova Fortress,Smolyan,Gradat,0,,0,,0,,0,,0,,0,,0,,1,Fortress,Mortared stone masonry,1,Exposed,,Architectural-construction,1192.4014893,13.0304708,0.8804136,-0.2779272,10181.7226562,0.0000000,2.1179440,1.137173810933415,Direct,0.000000000000000,2.966666666666667,Direct,-1.000000000000000,0.000000000000000,4,Direct,90.529771269197255,0.144929470000000,Metamorphic Complex,324,Transitional woodland-shrub,5,1,1,7,5,1,95% hot spot,0.000000000000000,4.777135957777514,Moderate
SITE_0211,2,Kaleto Fortress Koshnitsa,Smolyan,Koshnitsa,0,,0,,0,,0,,1,Fort,1,Fortress,0,,0,,Mortared stone masonry,1,Exposed,,,999.1165771,20.4928856,-0.3386434,0.0877189,21650.1777344,0.0000000,0.0854573,0.082001334090191,Direct,0.000000000000000,2.966666666666667,Direct,-1.000000000000000,0.000000000000000,4,Direct,86.612558953435567,0.146557960000000,"Granitoid, Granite, Leucogranite, Granodiorite",313,Mixed forest,5,1,1,7,1,1,Not significant,0.000000000000000,4.625797599762899,Moderate
SITE_0212,3,Uleya Cave,Smolyan,Koshnitsa,1,Habitation cave,1,Habitation cave,0,,0,,0,,0,,0,,0,,Rock-cut / bedrock construction,2,Partially exposed,,,979.6540527,28.4987392,-0.9876233,0.1242606,23773.1503906,0.0000000,3.0366213,1.395408038157174,Direct,0.000000000000000,2.966666666666667,Direct,-1.000000000000000,0.000000000000000,3,Direct,76.987325096086138,0.146557960000000,"Granitoid, Granite, Leucogranite, Granodiorite",324,Transitional woodland-shrub,5,1,1,5,5,5,Not significant,0.000000000000000,4.415954559683750,Moderate
SITE_0213,2,St. Ilia Fortress,Smolyan,Yagodina,0,,0,,0,,0,,0,,1,Fortified town,0,,1,Fortified settlement,Mortared stone masonry,1,Exposed,,,1485.2198486,24.0163937,0.3279523,-0.9429992,12131.7275391,0.0000000,3.6727228,1.541741945987978,Direct,0.000000000000000,1.433333333333333,Direct,-1.000000000000000,0.000000000000000,4,Direct,131.135970361489228,0.143941830000000,Molasses,312,Coniferous forest,5,1,1,7,5,1,Not significant,0.000000000000000,4.777135957777514,Moderate
SITE_0214,3,Yagodinska Cave,Smolyan,Yagodina,1,Habitation cave,1,Habitation cave,0,,0,,0,,0,,0,,0,,Rock-cut / bedrock construction,2,Partially exposed,,,1020.4997559,49.6185608,0.9926497,-0.1088573,14084.9326172,0.0000000,0.0631536,0.061239594689797,Direct,0.000000000000000,1.433333333333333,Direct,-1.000000000000000,0.000000000000000,3,Direct,65.726754977338643,0.148227140000000,Metamorphic Complex,312,Coniferous forest,5,1,1,5,1,5,Not significant,6.000000000000000,3.984586861529148,Low
SITE_0215,2,Tyovnata dupka,Smolyan,Zabardo,1,Habitation cave,1,Habitation cave,0,,0,,0,,0,,0,,0,,Rock-cut / bedrock construction,2,Partially exposed,,Archaeological (single),1399.0549316,23.1513653,-0.4335252,0.8952213,14423.7431641,0.0000000,2.3721967,1.215564364164390,Direct,0.000000000000000,1.466666666666667,Direct,-1.000000000000000,0.000000000000000,4,Direct,61.597234926039818,0.157193380000000,Metamorphic Complex,324,Transitional woodland-shrub,7,1,1,7,5,5,95% hot spot,0.000000000000000,5.640815881289210,Moderate
SITE_0216,1,Bratya Daskalovi mound,Stara Zagora,Bratya Daskalovi,0,,0,,0,,0,,1,Burial mound,0,,0,,0,,Earthwork (earthen burial mound),2,Partially exposed,,,229.2117004,6.3069410,0.2433874,-0.8083324,15944.0087891,0.0000000,,0.839005624828902,Urban excl.,21.000000000000000,16.666666666666668,Direct,-1.000000000000000,0.000000000000000,2,Direct,135.261264157789498,0.189481320000000,Undifferentiated Sediment,231,Pastures,9,1,3,3,,7,Not significant,0.000000000000000,5.610495996806000,Moderate
SITE_0217,1,Momina Mogila,Stara Zagora,Bratya Daskalovi,0,,0,,0,,1,Thracian mound,0,,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,,Archaeological (single),295.2881470,5.2100616,0.3289046,0.2577315,15703.1455078,0.0000000,2.3426812,1.206773230323119,Direct,21.000000000000000,16.666666666666668,Direct,-1.000000000000000,0.000000000000000,3,Direct,80.995123103663573,0.189481320000000,"Alluvium, Eluvium",231,Pastures,9,1,3,5,5,7,95% hot spot,0.000000000000000,5.804505037502249,Moderate
SITE_0218,2,Buzovo Kale,Stara Zagora,Buzovgrad,0,,0,,0,,0,,0,,1,Fortress,0,,1,Fortress,Mortared stone masonry,1,Exposed,,Architectural-construction,510.6282349,21.6784611,-0.8309879,0.5141342,850.0000000,0.0000000,0.1271420,0.119685209657529,Direct,5.000000000000000,5.400000000000000,Direct,-1.000000000000000,0.000000000000000,4,Direct,74.166965879324763,0.116917930000000,"Granitoid, Granite, Leucogranite, Granodiorite",313,Mixed forest,3,3,1,7,1,1,Not significant,0.000000000000000,4.166444837646812,Moderate
SITE_0219,1,Thracian domed tomb,Stara Zagora,Buzovgrad,0,,0,,0,,1,Thracian mound,0,,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,,Archaeological (single),396.6161804,4.7215843,0.0873853,0.4383269,430.0000000,0.0000000,2.0622833,1.119160806839951,Direct,5.000000000000000,5.400000000000000,Direct,-1.000000000000000,0.000000000000000,4,Direct,52.739357371211035,0.116917930000000,"Granitoid, Granite, Leucogranite, Granodiorite",243,"Land principally occupied by agriculture, with significant areas of natural vegetation",3,5,1,7,5,7,Not significant,0.000000000000000,3.823984101907293,Low
SITE_0220,1,Pizus Fortress,Stara Zagora,Dimitrievo,0,,0,,0,,0,,1,Fort,1,Fortress,0,,0,,Mortared stone masonry,1,Exposed,,Architectural-construction,141.5821228,2.4573247,-0.1660101,0.8743329,12972.2109375,0.0000000,1.1317447,0.756940772303449,Direct,23.000000000000000,25.066666666666666,Direct,-1.000000000000000,0.000000000000000,1,Direct,64.273077304661086,0.184240900000000,Undifferentiated Sediment,211,Non-irrigated arable land,9,1,5,1,3,1,99% hot spot,0.000000000000000,4.702459480017946,Moderate
SITE_0221,2,Tomb of Kazanlak,Stara Zagora,Kazanlak,0,,0,,0,,1,Thracian mound,0,,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,UNESCO World Heritage,Architectural-construction,399.1281433,5.0993371,-0.5020562,-0.8466875,3609.9733887,0.0000000,0.0724542,0.069949680089240,Direct,0.000000000000000,2.866666666666667,Direct,-1.000000000000000,0.000000000000000,3,Direct,70.294970720055304,0.116917930000000,"Alluvium, Eluvium",313,Mixed forest,3,1,1,5,1,7,Not significant,0.000000000000000,3.731844726383254,Low
SITE_0222,3,Kran Fortress,Stara Zagora,Kran,0,,0,,0,,0,,0,,0,,0,,1,Fortress,Mortared stone masonry,1,Exposed,,Architectural-construction,705.9064331,20.8398857,-0.7119589,-0.7003648,8929.9873047,0.0000000,4.7274089,1.745263227048887,Direct,0.000000000000000,2.866666666666667,Direct,-1.000000000000000,0.000000000000000,4,Direct,65.723985461172234,0.111239865000000,"Alluvium, Eluvium",324,Transitional woodland-shrub,3,1,1,7,5,1,90% cold spot,0.000000000000000,4.638659065684593,Moderate
SITE_0223,1,Kesteleva Mogila,Stara Zagora,Maglizh,0,,0,,0,,1,Thracian mound,0,,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,,Archaeological (single),363.6271973,8.4017916,-0.3364961,0.1362242,4211.6782227,0.0000000,0.8334284,0.606187647430146,Direct,5.000000000000000,5.400000000000000,Direct,-1.000000000000000,0.000000000000000,3,Direct,81.026501080885240,0.116710460000000,"Alluvium, Eluvium",231,Pastures,3,1,1,5,1,7,Not significant,0.000000000000000,3.101281426147334,Low
SITE_0224,1,Malak Dol mound,Stara Zagora,Malak Dol,0,,0,,0,,1,Thracian mound,0,,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,,,242.4217682,4.9315295,-0.2873717,-0.1423964,17948.7519531,0.0000000,1.2974428,0.831796675632437,Direct,21.000000000000000,16.666666666666668,Direct,-1.000000000000000,0.000000000000000,2,Direct,57.204246465073616,0.189481320000000,"Undifferentiated Flysh, Turbidite",243,"Land principally occupied by agriculture, with significant areas of natural vegetation",9,1,3,3,3,7,Not significant,5.000000000000000,5.380527003569269,Moderate
SITE_0225,1,Karasura,Stara Zagora,Rupkite,0,,0,,0,,0,,1,Infrastructure,1,Infrastructure,0,,0,,Mortared stone masonry,1,Exposed,,Archaeological (single),220.5226288,9.1597490,-0.5524415,-0.0627289,13482.0166016,0.0000000,0.8780706,0.630244969472711,Direct,23.000000000000000,25.066666666666666,Direct,-1.000000000000000,0.000000000000000,1,Direct,43.352493620904895,0.199196300000000,Undifferentiated Sediment,243,"Land principally occupied by agriculture, with significant areas of natural vegetation",9,1,5,1,1,1,99% hot spot,0.000000000000000,4.526271511510732,Moderate
SITE_0226,1,Tomb of Sashnova,Stara Zagora,Sheinovo,0,,0,,0,,1,Thracian mound,0,,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,,Archaeological Reserve,527.3909302,4.1084018,-0.5364228,-0.2827207,7135.2226562,0.0000000,3.8785532,1.584848690676004,Direct,0.000000000000000,2.566666666666667,Direct,-1.000000000000000,0.000000000000000,1,Direct,50.714335461772578,0.109967515000000,"Alluvium, Eluvium",211,Non-irrigated arable land,3,1,1,1,5,7,95% cold spot,0.000000000000000,2.958077232310229,Low
SITE_0227,1,Golyama Arsenalka tomb,Stara Zagora,Shipka,0,,0,,0,,1,Thracian mound,0,,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,UNESCO Tentative List,Archaeological Reserve,518.2700195,8.9528942,-0.9384924,0.2691856,6689.1621094,0.0000000,0.8906885,0.636941037314642,Direct,0.000000000000000,2.566666666666667,Direct,-1.000000000000000,0.000000000000000,1,Direct,57.876248336588468,0.109967515000000,"Alluvium, Eluvium",231,Pastures,3,1,1,1,1,7,95% cold spot,0.000000000000000,2.605701295295803,Low
SITE_0228,2,Mezideva Fortress,Stara Zagora,Shipka,0,,0,,0,,0,,0,,1,Fortress,0,,1,Fortress,Mortared stone masonry,1,Exposed,,,694.4682007,4.8603315,-0.3726945,-0.7833742,8875.3085938,0.0000000,0.1975947,0.180315142911954,Direct,0.000000000000000,2.566666666666667,Direct,-1.000000000000000,0.000000000000000,4,Direct,54.975370499326111,0.111239865000000,,313,Mixed forest,3,1,1,7,1,1,90% cold spot,1.000000000000000,4.090775658639505,Moderate
SITE_0229,3,Ostrusha tomb,Stara Zagora,Shipka,0,,0,,0,,1,Thracian mound,0,,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,UNESCO Tentative List,Archaeological Reserve,508.4931946,18.0444107,-0.9394708,-0.1499255,7231.1323242,0.0000000,2.0421906,1.112577832163844,Direct,0.000000000000000,2.566666666666667,Direct,-1.000000000000000,0.000000000000000,2,Direct,88.689224087826986,0.111239865000000,"Alluvium, Eluvium",211,Non-irrigated arable land,3,1,1,3,5,7,90% cold spot,0.000000000000000,3.182193800465166,Low
SITE_0230,1,Sarafova Mogila,Stara Zagora,Shipka,0,,0,,0,,1,Thracian mound,0,,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,UNESCO Tentative List,Archaeological Reserve,479.4078369,7.2109909,-0.5822141,-0.3056647,7464.3154297,0.0000000,0.9910525,0.688663397589242,Direct,0.000000000000000,2.866666666666667,Direct,-1.000000000000000,0.000000000000000,2,Direct,95.208959823862756,0.111239865000000,"Alluvium, Eluvium",231,Pastures,3,1,1,3,1,7,90% cold spot,0.000000000000000,2.853491360721569,Low
SITE_0231,1,Tomb of Helvetia,Stara Zagora,Shipka,0,,0,,0,,1,Thracian mound,0,,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,UNESCO Tentative List,Archaeological Reserve,561.2885132,10.7319031,-0.6577182,-0.2467868,8445.6445312,0.0000000,,0.839005624828902,Urban excl. ,0.000000000000000,2.566666666666667,Direct,-1.000000000000000,0.000000000000000,2,Direct,76.664159800855884,0.111239865000000,"Alluvium, Eluvium",242,Complex cultivation patterns,3,1,1,3,,7,95% cold spot,0.000000000000000,3.032546478163639,Low
SITE_0232,1,Tomb of Malka Kosmatka,Stara Zagora,Shipka,0,,0,,0,,1,Thracian mound,0,,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,,Archaeological Reserve,528.7767334,14.3755341,-0.2754934,0.1495435,7481.4882812,0.0000000,3.7762415,1.563653948703615,Direct,0.000000000000000,2.566666666666667,Direct,-1.000000000000000,0.000000000000000,2,Direct,109.362212011810541,0.111239865000000,"Alluvium, Eluvium",211,Non-irrigated arable land,3,1,1,3,5,7,95% cold spot,0.000000000000000,3.205867297735995,Low
SITE_0233,1,Tomb of Seuthes III,Stara Zagora,Shipka,0,,0,,0,,1,Thracian mound,0,,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,,Archaeological Reserve,535.8131104,10.0245914,-0.2948553,-0.2132962,7410.4365234,0.0000000,3.0335226,1.394640089915197,Direct,0.000000000000000,2.566666666666667,Direct,-1.000000000000000,0.000000000000000,2,Direct,106.656133770836249,0.111239865000000,"Alluvium, Eluvium",211,Non-irrigated arable land,3,1,1,3,5,7,95% cold spot,0.000000000000000,3.205867297735995,Low
SITE_0234,3,Tomb of Shushmanets,Stara Zagora,Shipka,0,,0,,0,,1,Thracian mound,0,,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,UNESCO Tentative List,Archaeological Reserve,582.6331787,28.6046333,-0.9743265,-0.0770027,8665.5214844,0.0000000,,0.839005624828902,Urban excl.,0.000000000000000,2.566666666666667,Direct,-1.000000000000000,0.000000000000000,4,Direct,30.557586381063416,0.111239865000000,"Alluvium, Eluvium",242,Complex cultivation patterns,3,1,1,7,,7,90% cold spot,0.000000000000000,5.029656261296402,Moderate
SITE_0235,1,Tomb of Svetitzata,Stara Zagora,Shipka,0,,0,,0,,1,Thracian mound,0,,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,UNESCO Tentative List,Archaeological Reserve,511.7081299,9.7793102,-0.4752636,0.1511855,7868.3457031,0.0000000,3.7071068,1.549073457867766,Direct,0.000000000000000,2.566666666666667,Direct,-1.000000000000000,0.000000000000000,1,Direct,91.436461937942610,0.111239865000000,"Alluvium, Eluvium",211,Non-irrigated arable land,3,1,1,1,5,7,90% cold spot,0.000000000000000,2.958077232310229,Low
SITE_0236,1,Tomb of The Griffins,Stara Zagora,Shipka,0,,0,,0,,1,Thracian mound,0,,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,UNESCO Tentative List,Archaeological Reserve,547.0142212,10.9186230,-0.9437442,0.1555088,7505.3583984,0.0000000,1.4763380,0.906780867680045,Direct,0.000000000000000,2.566666666666667,Direct,-1.000000000000000,0.000000000000000,2,Direct,54.243893645361254,0.109967515000000,"Alluvium, Eluvium",211,Non-irrigated arable land,3,1,1,3,3,7,95% cold spot,0.000000000000000,3.029679329228782,Low
SITE_0237,1,Augusta Traiana Vereia,Stara Zagora,Stara Zagora,0,,0,,0,,0,,1,Town,1,Fortified town,0,,0,,Mortared stone masonry,1,Exposed,,Archaeological reserve,235.7071991,11.0494709,-0.5766950,0.5595961,13491.2099609,0.0000000,,0.839005624828902,Urban excl.,6.000000000000000,11.533333333333333,Direct,-1.000000000000000,0.000000000000000,1,Direct,72.754425987026437,0.149146850000000,"Undifferentiated Flysh, Turbidite",112,Discontinuous urban fabric,5,1,3,1,,1,Not significant,0.000000000000000,2.933462138981770,Low
